State,Description,Year,Value
New Hampshire,Gross domestic product (GDP),2016,NA
New Hampshire,Gross domestic product (GDP),2017,81179.6
New Hampshire,Gross domestic product (GDP),2018,83859.4
New Hampshire,Gross domestic product (GDP),2019,87472
New Hampshire,Gross domestic product (GDP),2020,88589.4
New Hampshire,Gross domestic product (GDP),2021,99100
New Hampshire,Gross domestic product (GDP),2022,105024.6
New Hampshire,Personal income,2016,75229
New Hampshire,Personal income,2017,78661
New Hampshire,Personal income,2018,82353.7
New Hampshire,Personal income,2019,87706.3
New Hampshire,Personal income,2020,93582
New Hampshire,Personal income,2021,100196.8
New Hampshire,Personal income,2022,103121.9
New Hampshire,Disposable personal income,2016,66972.9
New Hampshire,Disposable personal income,2017,70366.5
New Hampshire,Disposable personal income,2018,74159.2
New Hampshire,Disposable personal income,2019,78765.4
New Hampshire,Disposable personal income,2020,84199.8
New Hampshire,Disposable personal income,2021,88716.3
New Hampshire,Disposable personal income,2022,90223.6
New Hampshire,Personal consumption expenditures,2016,63337.2
New Hampshire,Personal consumption expenditures,2017,66704.2
New Hampshire,Personal consumption expenditures,2018,69023.5
New Hampshire,Personal consumption expenditures,2019,71097.1
New Hampshire,Personal consumption expenditures,2020,70800.5
New Hampshire,Personal consumption expenditures,2021,78403.1
New Hampshire,Personal consumption expenditures,2022,84869.2
New Hampshire,Real per capita dollar statistics (constant 2017 dollars),2016,NA
New Hampshire,Real per capita dollar statistics (constant 2017 dollars),2017,NA
New Hampshire,Real per capita dollar statistics (constant 2017 dollars),2018,NA
New Hampshire,Real per capita dollar statistics (constant 2017 dollars),2019,NA
New Hampshire,Real per capita dollar statistics (constant 2017 dollars),2020,NA
New Hampshire,Real per capita dollar statistics (constant 2017 dollars),2021,NA
New Hampshire,Real per capita dollar statistics (constant 2017 dollars),2022,NA
New Hampshire,Real per capita personal income 4,2016,53998
New Hampshire,Real per capita personal income 4,2017,54856
New Hampshire,Real per capita personal income 4,2018,57229
New Hampshire,Real per capita personal income 4,2019,59512
New Hampshire,Real per capita personal income 4,2020,61785
New Hampshire,Real per capita personal income 4,2021,64766
New Hampshire,Real per capita personal income 4,2022,59247
New Hampshire,Real per capita PCE 5,2016,45365
New Hampshire,Real per capita PCE 5,2017,46409
New Hampshire,Real per capita PCE 5,2018,47867
New Hampshire,Real per capita PCE 5,2019,48152
New Hampshire,Real per capita PCE 5,2020,46619
New Hampshire,Real per capita PCE 5,2021,50566
New Hampshire,Real per capita PCE 5,2022,48696
New Hampshire,Per capita current dollar statistics,2016,NA
New Hampshire,Per capita current dollar statistics,2017,NA
New Hampshire,Per capita current dollar statistics,2018,NA
New Hampshire,Per capita current dollar statistics,2019,NA
New Hampshire,Per capita current dollar statistics,2020,NA
New Hampshire,Per capita current dollar statistics,2021,NA
New Hampshire,Per capita current dollar statistics,2022,NA
New Hampshire,Per capita personal income 6,2016,55681
New Hampshire,Per capita personal income 6,2017,57882
New Hampshire,Per capita personal income 6,2018,60338
New Hampshire,Per capita personal income 6,2019,63934
New Hampshire,Per capita personal income 6,2020,67883
New Hampshire,Per capita personal income 6,2021,72214
New Hampshire,Per capita personal income 6,2022,73910
New Hampshire,Per capita disposable personal income 7,2016,49571
New Hampshire,Per capita disposable personal income 7,2017,51779
New Hampshire,Per capita disposable personal income 7,2018,54334
New Hampshire,Per capita disposable personal income 7,2019,57416
New Hampshire,Per capita disposable personal income 7,2020,61077
New Hampshire,Per capita disposable personal income 7,2021,63939
New Hampshire,Per capita disposable personal income 7,2022,64666
New Hampshire,Per capita personal consumption expenditures (PCE) 8,2016,46880
New Hampshire,Per capita personal consumption expenditures (PCE) 8,2017,49084
New Hampshire,Per capita personal consumption expenditures (PCE) 8,2018,50571
New Hampshire,Per capita personal consumption expenditures (PCE) 8,2019,51826
New Hampshire,Per capita personal consumption expenditures (PCE) 8,2020,51357
New Hampshire,Per capita personal consumption expenditures (PCE) 8,2021,56507
New Hampshire,Per capita personal consumption expenditures (PCE) 8,2022,60828
New Hampshire,Price indexes,2016,NA
New Hampshire,Price indexes,2017,NA
New Hampshire,Price indexes,2018,NA
New Hampshire,Price indexes,2019,NA
New Hampshire,Price indexes,2020,NA
New Hampshire,Price indexes,2021,NA
New Hampshire,Price indexes,2022,NA
New Hampshire,Regional price parities (RPPs) 9,2016,105.144
New Hampshire,Regional price parities (RPPs) 9,2017,105.765
New Hampshire,Regional price parities (RPPs) 9,2018,103.53
New Hampshire,Regional price parities (RPPs) 9,2019,103.978
New Hampshire,Regional price parities (RPPs) 9,2020,105.285
New Hampshire,Regional price parities (RPPs) 9,2021,102.52
New Hampshire,Regional price parities (RPPs) 9,2022,107.644
New Hampshire,Implicit regional price deflator 10,2016,103.34
New Hampshire,Implicit regional price deflator 10,2017,105.765
New Hampshire,Implicit regional price deflator 10,2018,105.65
New Hampshire,Implicit regional price deflator 10,2019,107.631
New Hampshire,Implicit regional price deflator 10,2020,110.164
New Hampshire,Implicit regional price deflator 10,2021,111.748
New Hampshire,Implicit regional price deflator 10,2022,124.913
New Hampshire,Employment,2016,NA
New Hampshire,Employment,2017,NA
New Hampshire,Employment,2018,NA
New Hampshire,Employment,2019,NA
New Hampshire,Employment,2020,NA
New Hampshire,Employment,2021,NA
New Hampshire,Employment,2022,NA
New Hampshire,Total employment (number of jobs),2016,873123
New Hampshire,Total employment (number of jobs),2017,882481
New Hampshire,Total employment (number of jobs),2018,892584
New Hampshire,Total employment (number of jobs),2019,890072
New Hampshire,Total employment (number of jobs),2020,858471
New Hampshire,Total employment (number of jobs),2021,894739
New Hampshire,Total employment (number of jobs),2022,933022
New Jersey,Real dollar statistics,2016,NA
New Jersey,Real dollar statistics,2017,NA
New Jersey,Real dollar statistics,2018,NA
New Jersey,Real dollar statistics,2019,NA
New Jersey,Real dollar statistics,2020,NA
New Jersey,Real dollar statistics,2021,NA
New Jersey,Real dollar statistics,2022,NA
New Jersey,Real GDP (millions of chained 2017 dollars) 1,2016,NA
New Jersey,Real GDP (millions of chained 2017 dollars) 1,2017,590086.7
New Jersey,Real GDP (millions of chained 2017 dollars) 1,2018,606892.2
New Jersey,Real GDP (millions of chained 2017 dollars) 1,2019,617110.7
New Jersey,Real GDP (millions of chained 2017 dollars) 1,2020,595973.4
New Jersey,Real GDP (millions of chained 2017 dollars) 1,2021,629011.3
New Jersey,Real GDP (millions of chained 2017 dollars) 1,2022,646731.3
New Jersey,Real personal income (millions of constant (2017) dollars) 2,2016,509586.1
New Jersey,Real personal income (millions of constant (2017) dollars) 2,2017,519160.2
New Jersey,Real personal income (millions of constant (2017) dollars) 2,2018,523261.2
New Jersey,Real personal income (millions of constant (2017) dollars) 2,2019,543573.6
New Jersey,Real personal income (millions of constant (2017) dollars) 2,2020,569453
New Jersey,Real personal income (millions of constant (2017) dollars) 2,2021,593572.9
New Jersey,Real personal income (millions of constant (2017) dollars) 2,2022,567277.9
New Jersey,Real PCE (millions of constant (2017) dollars) 3,2016,387852.6
New Jersey,Real PCE (millions of constant (2017) dollars) 3,2017,392232.8
New Jersey,Real PCE (millions of constant (2017) dollars) 3,2018,393723.9
New Jersey,Real PCE (millions of constant (2017) dollars) 3,2019,402062.7
New Jersey,Real PCE (millions of constant (2017) dollars) 3,2020,391179.7
New Jersey,Real PCE (millions of constant (2017) dollars) 3,2021,431827.4
New Jersey,Real PCE (millions of constant (2017) dollars) 3,2022,440924.9
New Jersey,Current dollar statistics (millions of dollars),2016,NA
New Jersey,Current dollar statistics (millions of dollars),2017,NA
New Jersey,Current dollar statistics (millions of dollars),2018,NA
New Jersey,Current dollar statistics (millions of dollars),2019,NA
New Jersey,Current dollar statistics (millions of dollars),2020,NA
New Jersey,Current dollar statistics (millions of dollars),2021,NA
New Jersey,Current dollar statistics (millions of dollars),2022,NA
New Jersey,Gross domestic product (GDP),2016,NA
New Jersey,Gross domestic product (GDP),2017,590086.7
New Jersey,Gross domestic product (GDP),2018,619340.2
New Jersey,Gross domestic product (GDP),2019,641877.6
New Jersey,Gross domestic product (GDP),2020,630212.7
New Jersey,Gross domestic product (GDP),2021,692227.3
New Jersey,Gross domestic product (GDP),2022,754948.2
New Jersey,Personal income,2016,545301.7
New Jersey,Personal income,2017,566237.1
New Jersey,Personal income,2018,591910.4
New Jersey,Personal income,2019,624819.8
New Jersey,Personal income,2020,657894.4
New Jersey,Personal income,2021,705095.2
New Jersey,Personal income,2022,714990.2
New Jersey,Disposable personal income,2016,468296.2
New Jersey,Disposable personal income,2017,487599.4
New Jersey,Disposable personal income,2018,512769.8
New Jersey,Disposable personal income,2019,540976.3
New Jersey,Disposable personal income,2020,575184.5
New Jersey,Disposable personal income,2021,605108.3
New Jersey,Disposable personal income,2022,599069.9
New Jersey,Personal consumption expenditures,2016,415927.6
New Jersey,Personal consumption expenditures,2017,428802.3
New Jersey,Personal consumption expenditures,2018,446294.5
New Jersey,Personal consumption expenditures,2019,463021.9
New Jersey,Personal consumption expenditures,2020,453151.6
New Jersey,Personal consumption expenditures,2021,514108
New Jersey,Personal consumption expenditures,2022,556464.6
New Jersey,Real per capita dollar statistics (constant 2017 dollars),2016,NA
New Jersey,Real per capita dollar statistics (constant 2017 dollars),2017,NA
New Jersey,Real per capita dollar statistics (constant 2017 dollars),2018,NA
New Jersey,Real per capita dollar statistics (constant 2017 dollars),2019,NA
New Jersey,Real per capita dollar statistics (constant 2017 dollars),2020,NA
New Jersey,Real per capita dollar statistics (constant 2017 dollars),2021,NA
New Jersey,Real per capita dollar statistics (constant 2017 dollars),2022,NA
New Jersey,Real per capita personal income 4,2016,55877
New Jersey,Real per capita personal income 4,2017,56585
New Jersey,Real per capita personal income 4,2018,56760
New Jersey,Real per capita personal income 4,2019,58709
New Jersey,Real per capita personal income 4,2020,61418
New Jersey,Real per capita personal income 4,2021,64046
New Jersey,Real per capita personal income 4,2022,61250
New Jersey,Real per capita PCE 5,2016,42528
New Jersey,Real per capita PCE 5,2017,42751
New Jersey,Real per capita PCE 5,2018,42709
New Jersey,Real per capita PCE 5,2019,43425
New Jersey,Real per capita PCE 5,2020,42191
New Jersey,Real per capita PCE 5,2021,46594
New Jersey,Real per capita PCE 5,2022,47607
New Jersey,Per capita current dollar statistics,2016,NA
New Jersey,Per capita current dollar statistics,2017,NA
New Jersey,Per capita current dollar statistics,2018,NA
New Jersey,Per capita current dollar statistics,2019,NA
New Jersey,Per capita current dollar statistics,2020,NA
New Jersey,Per capita current dollar statistics,2021,NA
New Jersey,Per capita current dollar statistics,2022,NA
New Jersey,Per capita personal income 6,2016,59793
New Jersey,Per capita personal income 6,2017,61716
New Jersey,Per capita personal income 6,2018,64206
New Jersey,Per capita personal income 6,2019,67484
New Jersey,Per capita personal income 6,2020,70957
New Jersey,Per capita personal income 6,2021,76079
New Jersey,Per capita personal income 6,2022,77199
New Jersey,Per capita disposable personal income 7,2016,51349
New Jersey,Per capita disposable personal income 7,2017,53145
New Jersey,Per capita disposable personal income 7,2018,55622
New Jersey,Per capita disposable personal income 7,2019,58428
New Jersey,Per capita disposable personal income 7,2020,62037
New Jersey,Per capita disposable personal income 7,2021,65290
New Jersey,Per capita disposable personal income 7,2022,64683
New Jersey,Per capita personal consumption expenditures (PCE) 8,2016,45607
New Jersey,Per capita personal consumption expenditures (PCE) 8,2017,46736
New Jersey,Per capita personal consumption expenditures (PCE) 8,2018,48411
New Jersey,Per capita personal consumption expenditures (PCE) 8,2019,50009
New Jersey,Per capita personal consumption expenditures (PCE) 8,2020,48875
New Jersey,Per capita personal consumption expenditures (PCE) 8,2021,55472
New Jersey,Per capita personal consumption expenditures (PCE) 8,2022,60082
New Jersey,Price indexes,2016,NA
New Jersey,Price indexes,2017,NA
New Jersey,Price indexes,2018,NA
New Jersey,Price indexes,2019,NA
New Jersey,Price indexes,2020,NA
New Jersey,Price indexes,2021,NA
New Jersey,Price indexes,2022,NA
New Jersey,Regional price parities (RPPs) 9,2016,109.111
New Jersey,Regional price parities (RPPs) 9,2017,109.323
New Jersey,Regional price parities (RPPs) 9,2018,111.078
New Jersey,Regional price parities (RPPs) 9,2019,111.253
New Jersey,Regional price parities (RPPs) 9,2020,110.711
New Jersey,Regional price parities (RPPs) 9,2021,109.223
New Jersey,Regional price parities (RPPs) 9,2022,108.757
New Jersey,Implicit regional price deflator 10,2016,107.239
New Jersey,Implicit regional price deflator 10,2017,109.323
New Jersey,Implicit regional price deflator 10,2018,113.352
New Jersey,Implicit regional price deflator 10,2019,115.162
New Jersey,Implicit regional price deflator 10,2020,115.842
New Jersey,Implicit regional price deflator 10,2021,119.054
New Jersey,Implicit regional price deflator 10,2022,126.204
New Jersey,Employment,2016,NA
New Jersey,Employment,2017,NA
New Jersey,Employment,2018,NA
New Jersey,Employment,2019,NA
New Jersey,Employment,2020,NA
New Jersey,Employment,2021,NA
New Jersey,Employment,2022,NA
New Jersey,Total employment (number of jobs),2016,5391258
New Jersey,Total employment (number of jobs),2017,5448785
New Jersey,Total employment (number of jobs),2018,5550061
New Jersey,Total employment (number of jobs),2019,5571245
New Jersey,Total employment (number of jobs),2020,5319454
New Jersey,Total employment (number of jobs),2021,5585214
New Jersey,Total employment (number of jobs),2022,5905843
New Mexico,Real dollar statistics,2016,NA
New Mexico,Real dollar statistics,2017,NA
New Mexico,Real dollar statistics,2018,NA
New Mexico,Real dollar statistics,2019,NA
New Mexico,Real dollar statistics,2020,NA
New Mexico,Real dollar statistics,2021,NA
New Mexico,Real dollar statistics,2022,NA
New Mexico,Real GDP (millions of chained 2017 dollars) 1,2016,NA
New Mexico,Real GDP (millions of chained 2017 dollars) 1,2017,93210.1
New Mexico,Real GDP (millions of chained 2017 dollars) 1,2018,96077
New Mexico,Real GDP (millions of chained 2017 dollars) 1,2019,100446.2
New Mexico,Real GDP (millions of chained 2017 dollars) 1,2020,97511.9
New Mexico,Real GDP (millions of chained 2017 dollars) 1,2021,99572.3
New Mexico,Real GDP (millions of chained 2017 dollars) 1,2022,101315
New Mexico,Real personal income (millions of constant (2017) dollars) 2,2016,87207.5
New Mexico,Real personal income (millions of constant (2017) dollars) 2,2017,86238.4
New Mexico,Real personal income (millions of constant (2017) dollars) 2,2018,92359.5
New Mexico,Real personal income (millions of constant (2017) dollars) 2,2019,94884.3
New Mexico,Real personal income (millions of constant (2017) dollars) 2,2020,103129.2
New Mexico,Real personal income (millions of constant (2017) dollars) 2,2021,110822.1
New Mexico,Real personal income (millions of constant (2017) dollars) 2,2022,104613.6
New Mexico,Real PCE (millions of constant (2017) dollars) 3,2016,74403.7
New Mexico,Real PCE (millions of constant (2017) dollars) 3,2017,74306.7
New Mexico,Real PCE (millions of constant (2017) dollars) 3,2018,79509.5
New Mexico,Real PCE (millions of constant (2017) dollars) 3,2019,78292.6
New Mexico,Real PCE (millions of constant (2017) dollars) 3,2020,77266
New Mexico,Real PCE (millions of constant (2017) dollars) 3,2021,86378.8
New Mexico,Real PCE (millions of constant (2017) dollars) 3,2022,86746.3
New Mexico,Current dollar statistics (millions of dollars),2016,NA
New Mexico,Current dollar statistics (millions of dollars),2017,NA
New Mexico,Current dollar statistics (millions of dollars),2018,NA
New Mexico,Current dollar statistics (millions of dollars),2019,NA
New Mexico,Current dollar statistics (millions of dollars),2020,NA
New Mexico,Current dollar statistics (millions of dollars),2021,NA
New Mexico,Current dollar statistics (millions of dollars),2022,NA
New Mexico,Gross domestic product (GDP),2016,NA
New Mexico,Gross domestic product (GDP),2017,93210.1
New Mexico,Gross domestic product (GDP),2018,98838.2
New Mexico,Gross domestic product (GDP),2019,103869.2
New Mexico,Gross domestic product (GDP),2020,100434.5
New Mexico,Gross domestic product (GDP),2021,111730.6
New Mexico,Gross domestic product (GDP),2022,125540.6
New Mexico,Personal income,2016,80782.3
New Mexico,Personal income,2017,82354.1
New Mexico,Personal income,2018,86179.5
New Mexico,Personal income,2019,91139.6
New Mexico,Personal income,2020,98783.2
New Mexico,Personal income,2021,108248.3
New Mexico,Personal income,2022,110303
New Mexico,Disposable personal income,2016,73506.7
New Mexico,Disposable personal income,2017,75092.2
New Mexico,Disposable personal income,2018,78926
New Mexico,Disposable personal income,2019,83120.3
New Mexico,Disposable personal income,2020,91290
New Mexico,Disposable personal income,2021,99310.2
New Mexico,Disposable personal income,2022,99905.4
New Mexico,Personal consumption expenditures,2016,69069.9
New Mexico,Personal consumption expenditures,2017,71126.1
New Mexico,Personal consumption expenditures,2018,74341.9
New Mexico,Personal consumption expenditures,2019,75343.4
New Mexico,Personal consumption expenditures,2020,74209.4
New Mexico,Personal consumption expenditures,2021,84561.4
New Mexico,Personal consumption expenditures,2022,91583.8
New Mexico,Real per capita dollar statistics (constant 2017 dollars),2016,NA
New Mexico,Real per capita dollar statistics (constant 2017 dollars),2017,NA
New Mexico,Real per capita dollar statistics (constant 2017 dollars),2018,NA
New Mexico,Real per capita dollar statistics (constant 2017 dollars),2019,NA
New Mexico,Real per capita dollar statistics (constant 2017 dollars),2020,NA
New Mexico,Real per capita dollar statistics (constant 2017 dollars),2021,NA
New Mexico,Real per capita dollar statistics (constant 2017 dollars),2022,NA
New Mexico,Real per capita personal income 4,2016,41535
New Mexico,Real per capita personal income 4,2017,41045
New Mexico,Real per capita personal income 4,2018,43916
New Mexico,Real per capita personal income 4,2019,44966
New Mexico,Real per capita personal income 4,2020,48683
New Mexico,Real per capita personal income 4,2021,52357
New Mexico,Real per capita personal income 4,2022,49501
New Mexico,Real per capita PCE 5,2016,35437
New Mexico,Real per capita PCE 5,2017,35366
New Mexico,Real per capita PCE 5,2018,37806
New Mexico,Real per capita PCE 5,2019,37103
New Mexico,Real per capita PCE 5,2020,36474
New Mexico,Real per capita PCE 5,2021,40809
New Mexico,Real per capita PCE 5,2022,41047
New Mexico,Per capita current dollar statistics,2016,NA
New Mexico,Per capita current dollar statistics,2017,NA
New Mexico,Per capita current dollar statistics,2018,NA
New Mexico,Per capita current dollar statistics,2019,NA
New Mexico,Per capita current dollar statistics,2020,NA
New Mexico,Per capita current dollar statistics,2021,NA
New Mexico,Per capita current dollar statistics,2022,NA
New Mexico,Per capita personal income 6,2016,38475
New Mexico,Per capita personal income 6,2017,39197
New Mexico,Per capita personal income 6,2018,40977
New Mexico,Per capita personal income 6,2019,43191
New Mexico,Per capita personal income 6,2020,46631
New Mexico,Per capita personal income 6,2021,51141
New Mexico,Per capita personal income 6,2022,52194
New Mexico,Per capita disposable personal income 7,2016,35009
New Mexico,Per capita disposable personal income 7,2017,35740
New Mexico,Per capita disposable personal income 7,2018,37528
New Mexico,Per capita disposable personal income 7,2019,39391
New Mexico,Per capita disposable personal income 7,2020,43094
New Mexico,Per capita disposable personal income 7,2021,46918
New Mexico,Per capita disposable personal income 7,2022,47274
New Mexico,Per capita personal consumption expenditures (PCE) 8,2016,32896
New Mexico,Per capita personal consumption expenditures (PCE) 8,2017,33853
New Mexico,Per capita personal consumption expenditures (PCE) 8,2018,35349
New Mexico,Per capita personal consumption expenditures (PCE) 8,2019,35705
New Mexico,Per capita personal consumption expenditures (PCE) 8,2020,35031
New Mexico,Per capita personal consumption expenditures (PCE) 8,2021,39950
New Mexico,Per capita personal consumption expenditures (PCE) 8,2022,43336
New Mexico,Price indexes,2016,NA
New Mexico,Price indexes,2017,NA
New Mexico,Price indexes,2018,NA
New Mexico,Price indexes,2019,NA
New Mexico,Price indexes,2020,NA
New Mexico,Price indexes,2021,NA
New Mexico,Price indexes,2022,NA
New Mexico,Regional price parities (RPPs) 9,2016,94.452
New Mexico,Regional price parities (RPPs) 9,2017,95.72
New Mexico,Regional price parities (RPPs) 9,2018,91.625
New Mexico,Regional price parities (RPPs) 9,2019,92.967
New Mexico,Regional price parities (RPPs) 9,2020,91.79
New Mexico,Regional price parities (RPPs) 9,2021,89.812
New Mexico,Regional price parities (RPPs) 9,2022,90.981
New Mexico,Implicit regional price deflator 10,2016,92.831
New Mexico,Implicit regional price deflator 10,2017,95.72
New Mexico,Implicit regional price deflator 10,2018,93.501
New Mexico,Implicit regional price deflator 10,2019,96.233
New Mexico,Implicit regional price deflator 10,2020,96.044
New Mexico,Implicit regional price deflator 10,2021,97.896
New Mexico,Implicit regional price deflator 10,2022,105.577
New Mexico,Employment,2016,NA
New Mexico,Employment,2017,NA
New Mexico,Employment,2018,NA
New Mexico,Employment,2019,NA
New Mexico,Employment,2020,NA
New Mexico,Employment,2021,NA
New Mexico,Employment,2022,NA
New Mexico,Total employment (number of jobs),2016,1092375
New Mexico,Total employment (number of jobs),2017,1095489
New Mexico,Total employment (number of jobs),2018,1110587
New Mexico,Total employment (number of jobs),2019,1116844
New Mexico,Total employment (number of jobs),2020,1069531
New Mexico,Total employment (number of jobs),2021,1092639
New Mexico,Total employment (number of jobs),2022,1139488
New York,Real dollar statistics,2016,NA
New York,Real dollar statistics,2017,NA
New York,Real dollar statistics,2018,NA
New York,Real dollar statistics,2019,NA
New York,Real dollar statistics,2020,NA
New York,Real dollar statistics,2021,NA
New York,Real dollar statistics,2022,NA
New York,Real GDP (millions of chained 2017 dollars) 1,2016,NA
New York,Real GDP (millions of chained 2017 dollars) 1,2017,1624800.7
New York,Real GDP (millions of chained 2017 dollars) 1,2018,1665186.8
New York,Real GDP (millions of chained 2017 dollars) 1,2019,1709750.7
New York,Real GDP (millions of chained 2017 dollars) 1,2020,1650567.2
New York,Real GDP (millions of chained 2017 dollars) 1,2021,1724472.2
New York,Real GDP (millions of chained 2017 dollars) 1,2022,1763524.6
New York,Real personal income (millions of constant (2017) dollars) 2,2016,1089331.4
New York,Real personal income (millions of constant (2017) dollars) 2,2017,1144857.9
New York,Real personal income (millions of constant (2017) dollars) 2,2018,1163672.3
New York,Real personal income (millions of constant (2017) dollars) 2,2019,1186428.6
New York,Real personal income (millions of constant (2017) dollars) 2,2020,1222601.1
New York,Real personal income (millions of constant (2017) dollars) 2,2021,1264254
New York,Real personal income (millions of constant (2017) dollars) 2,2022,1189919.2
New York,Real PCE (millions of constant (2017) dollars) 3,2016,819000.7
New York,Real PCE (millions of constant (2017) dollars) 3,2017,841269.1
New York,Real PCE (millions of constant (2017) dollars) 3,2018,866638.2
New York,Real PCE (millions of constant (2017) dollars) 3,2019,884636.6
New York,Real PCE (millions of constant (2017) dollars) 3,2020,834353.4
New York,Real PCE (millions of constant (2017) dollars) 3,2021,886171.7
New York,Real PCE (millions of constant (2017) dollars) 3,2022,923029
New York,Current dollar statistics (millions of dollars),2016,NA
New York,Current dollar statistics (millions of dollars),2017,NA
New York,Current dollar statistics (millions of dollars),2018,NA
New York,Current dollar statistics (millions of dollars),2019,NA
New York,Current dollar statistics (millions of dollars),2020,NA
New York,Current dollar statistics (millions of dollars),2021,NA
New York,Current dollar statistics (millions of dollars),2022,NA
New York,Gross domestic product (GDP),2016,NA
New York,Gross domestic product (GDP),2017,1624800.7
New York,Gross domestic product (GDP),2018,1710665.6
New York,Gross domestic product (GDP),2019,1793261.3
New York,Gross domestic product (GDP),2020,1766857.4
New York,Gross domestic product (GDP),2021,1911345.8
New York,Gross domestic product (GDP),2022,2048402.6
New York,Personal income,2016,1176654.7
New York,Personal income,2017,1255776.7
New York,Personal income,2018,1298669
New York,Personal income,2019,1343066.3
New York,Personal income,2020,1405028.8
New York,Personal income,2021,1508135.1
New York,Personal income,2022,1483802.3
New York,Disposable personal income,2016,982658.7
New York,Disposable personal income,2017,1048815.7
New York,Disposable personal income,2018,1084639.6
New York,Disposable personal income,2019,1123888.4
New York,Disposable personal income,2020,1191068.2
New York,Disposable personal income,2021,1248850.2
New York,Disposable personal income,2022,1189509.1
New York,Personal consumption expenditures,2016,886553.6
New York,Personal consumption expenditures,2017,924936.8
New York,Personal consumption expenditures,2018,969165.4
New York,Personal consumption expenditures,2019,1003302.9
New York,Personal consumption expenditures,2020,961433.8
New York,Personal consumption expenditures,2021,1059483.9
New York,Personal consumption expenditures,2022,1152504.5
New York,Real per capita dollar statistics (constant 2017 dollars),2016,NA
New York,Real per capita dollar statistics (constant 2017 dollars),2017,NA
New York,Real per capita dollar statistics (constant 2017 dollars),2018,NA
New York,Real per capita dollar statistics (constant 2017 dollars),2019,NA
New York,Real per capita dollar statistics (constant 2017 dollars),2020,NA
New York,Real per capita dollar statistics (constant 2017 dollars),2021,NA
New York,Real per capita dollar statistics (constant 2017 dollars),2022,NA
New York,Real per capita personal income 4,2016,54059
New York,Real per capita personal income 4,2017,56703
New York,Real per capita personal income 4,2018,57543
New York,Real per capita personal income 4,2019,58669
New York,Real per capita personal income 4,2020,60801
New York,Real per capita personal income 4,2021,63666
New York,Real per capita personal income 4,2022,60472
New York,Real per capita PCE 5,2016,40644
New York,Real per capita PCE 5,2017,41667
New York,Real per capita PCE 5,2018,42855
New York,Real per capita PCE 5,2019,43746
New York,Real per capita PCE 5,2020,41493
New York,Real per capita PCE 5,2021,44627
New York,Real per capita PCE 5,2022,46909
New York,Per capita current dollar statistics,2016,NA
New York,Per capita current dollar statistics,2017,NA
New York,Per capita current dollar statistics,2018,NA
New York,Per capita current dollar statistics,2019,NA
New York,Per capita current dollar statistics,2020,NA
New York,Per capita current dollar statistics,2021,NA
New York,Per capita current dollar statistics,2022,NA
New York,Per capita personal income 6,2016,58392
New York,Per capita personal income 6,2017,62196
New York,Per capita personal income 6,2018,64218
New York,Per capita personal income 6,2019,66415
New York,Per capita personal income 6,2020,69873
New York,Per capita personal income 6,2021,75948
New York,Per capita personal income 6,2022,75407
New York,Per capita disposable personal income 7,2016,48765
New York,Per capita disposable personal income 7,2017,51946
New York,Per capita disposable personal income 7,2018,53635
New York,Per capita disposable personal income 7,2019,55577
New York,Per capita disposable personal income 7,2020,59233
New York,Per capita disposable personal income 7,2021,62891
New York,Per capita disposable personal income 7,2022,60451
New York,Per capita personal consumption expenditures (PCE) 8,2016,43996
New York,Per capita personal consumption expenditures (PCE) 8,2017,45811
New York,Per capita personal consumption expenditures (PCE) 8,2018,47925
New York,Per capita personal consumption expenditures (PCE) 8,2019,49614
New York,Per capita personal consumption expenditures (PCE) 8,2020,47813
New York,Per capita personal consumption expenditures (PCE) 8,2021,53354
New York,Per capita personal consumption expenditures (PCE) 8,2022,58571
New York,Price indexes,2016,NA
New York,Price indexes,2017,NA
New York,Price indexes,2018,NA
New York,Price indexes,2019,NA
New York,Price indexes,2020,NA
New York,Price indexes,2021,NA
New York,Price indexes,2022,NA
New York,Regional price parities (RPPs) 9,2016,110.138
New York,Regional price parities (RPPs) 9,2017,109.945
New York,Regional price parities (RPPs) 9,2018,109.587
New York,Regional price parities (RPPs) 9,2019,109.565
New York,Regional price parities (RPPs) 9,2020,110.127
New York,Regional price parities (RPPs) 9,2021,109.685
New York,Regional price parities (RPPs) 9,2022,107.599
New York,Implicit regional price deflator 10,2016,108.248
New York,Implicit regional price deflator 10,2017,109.945
New York,Implicit regional price deflator 10,2018,111.83
New York,Implicit regional price deflator 10,2019,113.414
New York,Implicit regional price deflator 10,2020,115.231
New York,Implicit regional price deflator 10,2021,119.557
New York,Implicit regional price deflator 10,2022,124.861
New York,Employment,2016,NA
New York,Employment,2017,NA
New York,Employment,2018,NA
New York,Employment,2019,NA
New York,Employment,2020,NA
New York,Employment,2021,NA
New York,Employment,2022,NA
New York,Total employment (number of jobs),2016,12259166
New York,Total employment (number of jobs),2017,12391361
New York,Total employment (number of jobs),2018,12655123
New York,Total employment (number of jobs),2019,12745758
New York,Total employment (number of jobs),2020,11871619
New York,Total employment (number of jobs),2021,12227874
New York,Total employment (number of jobs),2022,12892046
North Carolina,Real dollar statistics,2016,NA
North Carolina,Real dollar statistics,2017,NA
North Carolina,Real dollar statistics,2018,NA
North Carolina,Real dollar statistics,2019,NA
North Carolina,Real dollar statistics,2020,NA
North Carolina,Real dollar statistics,2021,NA
North Carolina,Real dollar statistics,2022,NA
